# 1time	2zRef	3thetaRef	4phiRef	5psiRef	6Ez	7Etheta	8Ephi	9Epsi	10Upuissance	11utheta	12uphi	13upsi	14PWMM1	15PWMM2	16PWMM3	17PWMM4
0.002000	0.800000	0.000000	0.000000	0.000000	0.799666	0.000004	0.000000	-0.000000	250.000000	0.000079	0.000004	0.000000	249.999924	249.999924	250.000076	250.000076
0.004000	0.800000	0.000000	0.000000	0.000000	0.799338	0.000011	0.000000	-0.000001	250.000000	0.000222	0.000004	0.000000	249.999771	249.999771	250.000229	250.000229
0.006000	0.800000	0.000000	0.000000	0.000000	0.799017	0.000021	0.000000	-0.000001	250.000000	0.000428	0.000007	0.000000	249.999573	249.999573	250.000427	250.000427
0.008000	0.800000	0.000000	0.000000	0.000000	0.798703	0.000034	0.000000	-0.000001	250.000000	0.000683	0.000007	0.000000	249.999313	249.999313	250.000687	250.000687
0.010000	0.800000	0.000000	0.000000	0.000000	0.798395	0.000049	0.000000	-0.000000	250.000000	0.000981	0.000002	0.000000	249.999023	249.999023	250.000977	250.000977
0.012000	0.800000	0.000000	0.000000	0.000000	0.798093	0.000066	-0.000000	-0.000000	250.000000	0.001321	-0.000003	0.000000	249.998672	249.998672	250.001328	250.001328
0.014000	0.800000	0.000000	0.000000	0.000000	0.797797	0.000084	-0.000001	-0.000000	250.000000	0.001693	-0.000011	0.000000	249.998322	249.998291	250.001678	250.001709
0.016000	0.800000	0.000000	0.000000	0.000000	0.797507	0.000104	-0.000001	-0.000000	250.000000	0.002097	-0.000022	0.000000	249.997925	249.997894	250.002075	250.002106
0.018000	0.800000	0.000000	0.000000	0.000000	0.797262	0.000126	-0.000002	-0.000000	250.000000	0.002523	-0.000032	0.000000	249.997513	249.997452	250.002487	250.002548
0.020000	0.800000	0.000000	0.000000	0.000000	0.797022	0.000148	-0.000002	0.000000	250.000000	0.002968	-0.000041	0.000000	249.997070	249.996979	250.002930	250.003021
0.022000	0.800000	0.000000	0.000000	0.000000	0.796786	0.000171	-0.000002	0.000001	250.000000	0.003434	-0.000048	0.000000	249.996613	249.996521	250.003387	250.003479
0.024000	0.800000	0.000000	0.000000	0.000000	0.796556	0.000195	-0.000003	0.000003	250.000000	0.003917	-0.000055	0.000000	249.996140	249.996017	250.003860	250.003983
0.026000	0.800000	0.000000	0.000000	0.000000	0.796330	0.000219	-0.000003	0.000004	250.000000	0.004405	-0.000061	0.000000	249.995651	249.995529	250.004349	250.004471
0.028000	0.800000	0.000000	0.000000	0.000000	0.796108	0.000243	-0.000003	0.000005	250.000000	0.004898	-0.000066	0.000000	249.995163	249.995041	250.004837	250.004959
0.030000	0.800000	0.000000	0.000000	0.000000	0.795891	0.000268	-0.000003	0.000006	250.000000	0.005394	-0.000070	0.000000	249.994690	249.994537	250.005310	250.005463
0.032000	0.800000	0.000000	0.000000	0.000000	0.795679	0.000293	-0.000004	0.000007	250.000000	0.005891	-0.000074	0.000000	249.994186	249.994034	250.005814	250.005966
0.034000	0.800000	0.000000	0.000000	0.000000	0.795470	0.000317	-0.000004	0.000008	250.000000	0.006389	-0.000077	0.000000	249.993683	249.993530	250.006317	250.006470
0.036000	0.800000	0.000000	0.000000	0.000000	0.795266	0.000342	-0.000004	0.000010	250.000000	0.006890	-0.000083	0.000000	249.993179	249.993027	250.006821	250.006973
0.038000	0.800000	0.000000	0.000000	0.000000	0.795066	0.000367	-0.000005	0.000011	250.000000	0.007393	-0.000093	0.000000	249.992691	249.992508	250.007309	250.007492
0.040000	0.800000	0.000000	0.000000	0.000000	0.794870	0.000391	-0.000005	0.000013	250.000000	0.007898	-0.000106	0.000000	249.992203	249.991989	250.007797	250.008011
0.042000	0.800000	0.000000	0.000000	0.000000	0.794677	0.000416	-0.000005	0.000014	250.000000	0.008403	-0.000109	0.000000	249.991699	249.991486	250.008301	250.008514
0.044000	0.800000	0.000000	0.000000	0.000000	0.794489	0.000441	-0.000005	0.000016	250.000000	0.008906	-0.000103	0.000000	249.991196	249.990982	250.008804	250.009018
0.046000	0.800000	0.000000	0.000000	0.000000	0.794304	0.000466	-0.000005	0.000017	250.000000	0.009408	-0.000097	0.000000	249.990677	249.990494	250.009323	250.009506
0.048000	0.800000	0.000000	0.000000	0.000000	0.794124	0.000490	-0.000005	0.000019	250.000000	0.009908	-0.000092	0.000000	249.990189	249.990005	250.009811	250.009995
0.050000	0.800000	0.000000	0.000000	0.000000	0.793946	0.000514	-0.000004	0.000021	250.000000	0.010404	-0.000087	0.000000	249.989685	249.989502	250.010315	250.010498
0.052000	0.800000	0.000000	0.000000	0.000000	0.793772	0.000538	-0.000004	0.000022	250.000000	0.010893	-0.000083	0.000000	249.989182	249.989029	250.010818	250.010971
0.054000	0.800000	0.000000	0.000000	0.000000	0.793602	0.000562	-0.000004	0.000024	250.000000	0.011375	-0.000079	0.000000	249.988708	249.988556	250.011292	250.011444
0.056000	0.800000	0.000000	0.000000	0.000000	0.793435	0.000585	-0.000003	0.000025	250.000000	0.011858	-0.000067	0.000000	249.988205	249.988083	250.011795	250.011917
0.058000	0.800000	0.000000	0.000000	0.000000	0.793272	0.000609	-0.000002	0.000026	250.000000	0.012341	-0.000048	0.000000	249.987701	249.987610	250.012299	250.012390
0.060000	0.800000	0.000000	0.000000	0.000000	0.793111	0.000632	-0.000001	0.000027	250.000000	0.012823	-0.000023	0.000000	249.987198	249.987167	250.012802	250.012833
0.062000	0.800000	0.000000	0.000000	0.000000	0.792915	0.000640	0.000000	0.000028	250.000000	0.012985	-0.000000	0.000000	249.987015	249.987015	250.012985	250.012985
0.064000	0.800000	0.000000	0.000000	0.000000	0.792723	0.000633	0.000001	0.000029	250.000000	0.012863	0.000019	0.000000	249.987122	249.987152	250.012878	250.012848
0.066000	0.800000	0.000000	0.000000	0.000000	0.792534	0.000614	0.000002	0.000030	250.000000	0.012488	0.000037	0.000000	249.987488	249.987549	250.012512	250.012451
0.068000	0.800000	0.000000	0.000000	0.000000	0.792349	0.000583	0.000003	0.000030	250.000000	0.011889	0.000052	0.000000	249.988068	249.988159	250.011932	250.011841
0.070000	0.800000	0.000000	0.000000	0.000000	0.792168	0.000543	0.000003	0.000031	250.000000	0.011093	0.000066	0.000000	249.988846	249.988968	250.011154	250.011032
0.072000	0.800000	0.000000	0.000000	0.000000	0.791991	0.000510	0.000004	0.000030	250.000000	0.010454	0.000081	0.000000	249.989471	249.989624	250.010529	250.010376
0.074000	0.800000	0.000000	0.000000	0.000000	0.791817	0.000485	0.000005	0.000029	250.000000	0.009952	0.000099	0.000000	249.989944	249.990158	250.010056	250.009842
0.076000	0.800000	0.000000	0.000000	0.000000	0.791646	0.000449	0.000006	0.000028	250.000000	0.009251	0.000128	0.000000	249.990631	249.990875	250.009369	250.009125
0.078000	0.800000	0.000000	0.000000	0.000000	0.791479	0.000405	0.000008	0.000026	250.000000	0.008375	0.000165	0.000000	249.991455	249.991791	250.008545	250.008209
0.080000	0.800000	0.000000	0.000000	0.000000	0.791315	0.000353	0.000011	0.000024	250.000000	0.007347	0.000210	0.000000	249.992447	249.992874	250.007553	250.007126
0.082000	0.800000	0.000000	0.000000	0.000000	0.791155	0.000295	0.000013	0.000021	250.000000	0.006189	0.000262	0.000000	249.993546	249.994064	250.006454	250.005936
0.084000	0.800000	0.000000	0.000000	0.000000	0.790998	0.000232	0.000016	0.000018	250.000000	0.004920	0.000320	0.000000	249.994766	249.995407	250.005234	250.004593
0.086000	0.800000	0.000000	0.000000	0.000000	0.790843	0.000163	0.000018	0.000014	250.000000	0.003550	0.000362	0.000000	249.996078	249.996811	250.003922	250.003189
0.088000	0.800000	0.000000	0.000000	0.000000	0.790692	0.000090	0.000019	0.000009	250.000000	0.002095	0.000390	0.000000	249.997513	249.998306	250.002487	250.001694
0.090000	0.800000	0.000000	0.000000	0.000000	0.790544	0.000014	0.000020	0.000004	250.000000	0.000566	0.000406	0.000000	249.999023	249.999847	250.000977	250.000153
0.092000	0.800000	0.000000	0.000000	0.000000	0.790399	-0.000066	0.000021	-0.000001	250.000000	-0.001024	0.000424	0.000000	250.000595	250.001450	249.999405	249.998550
0.094000	0.800000	0.000000	0.000000	0.000000	0.790257	-0.000148	0.000022	-0.000007	250.000000	-0.002666	0.000442	0.000000	250.002228	250.003113	249.997772	249.996887
0.096000	0.800000	0.000000	0.000000	0.000000	0.790118	-0.000231	0.000023	-0.000014	250.000000	-0.004341	0.000462	0.000000	250.003891	250.004807	249.996109	249.995193
0.098000	0.800000	0.000000	0.000000	0.000000	0.789981	-0.000316	0.000024	-0.000020	250.000000	-0.006044	0.000483	0.000000	250.005554	250.006531	249.994446	249.993469
0.100000	0.800000	0.000000	0.000000	0.000000	0.789848	-0.000402	0.000025	-0.000026	250.000000	-0.007767	0.000505	0.000000	250.007263	250.008270	249.992737	249.991730
0.102000	0.800000	0.000000	0.000000	0.000000	0.789717	-0.000488	0.000026	-0.000032	250.000000	-0.009504	0.000523	0.000000	250.008987	250.010025	249.991013	249.989975
0.104000	0.800000	0.000000	0.000000	0.000000	0.789588	-0.000575	0.000027	-0.000039	250.000000	-0.011252	0.000538	0.000000	250.010712	250.011780	249.989288	249.988220
0.106000	0.800000	0.000000	0.000000	0.000000	0.789482	-0.000662	0.000027	-0.000046	250.000000	-0.013001	0.000546	0.000000	250.012451	250.013550	249.987549	249.986450
0.108000	0.800000	0.000000	0.000000	0.000000	0.789378	-0.000748	0.000027	-0.000054	250.000000	-0.014748	0.000548	0.000000	250.014206	250.015305	249.985794	249.984695
0.110000	0.800000	0.000000	0.000000	0.000000	0.789276	-0.000835	0.000027	-0.000061	250.000000	-0.016490	0.000545	0.000000	250.015945	250.017044	249.984055	249.982956
0.112000	0.800000	0.000000	0.000000	0.000000	0.789176	-0.000921	0.000042	-0.000070	250.000000	-0.018228	0.000847	0.000000	250.017380	250.019089	249.982620	249.980911
0.114000	0.800000	0.000000	0.000000	0.000000	0.789078	-0.001006	0.000071	-0.000079	250.000000	-0.019959	0.001419	0.000000	250.018539	250.021378	249.981461	249.978622
0.116000	0.800000	0.000000	0.000000	0.000000	0.788982	-0.001091	0.000094	-0.000089	250.000000	-0.021682	0.001900	0.000000	250.019791	250.023575	249.980209	249.976425
0.118000	0.800000	0.000000	0.000000	0.000000	0.788887	-0.001176	0.000114	-0.000101	250.000000	-0.023394	0.002300	0.000000	250.021088	250.025696	249.978912	249.974304
0.120000	0.800000	0.000000	0.000000	0.000000	0.788795	-0.001259	0.000131	-0.000114	250.000000	-0.025092	0.002628	0.000000	250.022461	250.027710	249.977539	249.972290
0.122000	0.800000	0.000000	0.000000	0.000000	0.788705	-0.001342	0.000143	-0.000129	250.000000	-0.026764	0.002888	0.000000	250.023880	250.029648	249.976120	249.970352
0.124000	0.800000	0.000000	0.000000	0.000000	0.788616	-0.001422	0.000153	-0.000144	250.000000	-0.028408	0.003087	0.000000	250.025330	250.031494	249.974670	249.968506
0.126000	0.800000	0.000000	0.000000	0.000000	0.788529	-0.001501	0.000161	-0.000162	250.000000	-0.030013	0.003248	0.000000	250.026764	250.033264	249.973236	249.966736
0.128000	0.800000	0.000000	0.000000	0.000000	0.788444	-0.001578	0.000167	-0.000184	250.000000	-0.031580	0.003376	0.000000	250.028214	250.034958	249.971786	249.965042
0.130000	0.800000	0.000000	0.000000	0.000000	0.788361	-0.001653	0.000172	-0.000208	250.000000	-0.033111	0.003474	0.000000	250.029633	250.036591	249.970367	249.963409
0.132000	0.800000	0.000000	0.000000	0.000000	0.788279	-0.001726	0.000174	-0.000232	250.000000	-0.034613	0.003505	0.000000	250.031097	250.038116	249.968903	249.961884
0.134000	0.800000	0.000000	0.000000	0.000000	0.788199	-0.001798	0.000172	-0.000255	250.000000	-0.036087	0.003475	0.000000	250.032608	250.039566	249.967392	249.960434
0.136000	0.800000	0.000000	0.000000	0.000000	0.788121	-0.001869	0.000168	-0.000276	250.000000	-0.037548	0.003404	0.000000	250.034149	250.040955	249.965851	249.959045
0.138000	0.800000	0.000000	0.000000	0.000000	0.788044	-0.001940	0.000163	-0.000293	250.000000	-0.038995	0.003298	0.000000	250.035706	250.042297	249.964294	249.957703
0.140000	0.800000	0.000000	0.000000	0.000000	0.787968	-0.002009	0.000156	-0.000307	250.000000	-0.040427	0.003160	0.000000	250.037262	250.043579	249.962738	249.956421
0.142000	0.800000	0.000000	0.000000	0.000000	0.787894	-0.002078	0.000149	-0.000321	250.000000	-0.041848	0.003037	0.000000	250.038818	250.044891	249.961182	249.955109
0.144000	0.800000	0.000000	0.000000	0.000000	0.787822	-0.002146	0.000144	-0.000335	250.000000	-0.043255	0.002927	0.000000	250.040329	250.046188	249.959671	249.953812
0.146000	0.800000	0.000000	0.000000	0.000000	0.787751	-0.002214	0.000139	-0.000348	250.000000	-0.044649	0.002828	0.000000	250.041824	250.047470	249.958176	249.952530
0.148000	0.800000	0.000000	0.000000	0.000000	0.787682	-0.002265	0.000117	-0.000361	250.000000	-0.045709	0.002395	0.000000	250.043320	250.048111	249.956680	249.951889
0.150000	0.800000	0.000000	0.000000	0.000000	0.787614	-0.002301	0.000080	-0.000372	250.000000	-0.046474	0.001666	0.000000	250.044815	250.048141	249.955185	249.951859
0.152000	0.800000	0.000000	0.000000	0.000000	0.787527	-0.002324	0.000032	-0.000382	250.000000	-0.046997	0.000707	0.000000	250.046295	250.047699	249.953705	249.952301
0.154000	0.800000	0.000000	0.000000	0.000000	0.787442	-0.002338	-0.000026	-0.000391	250.000000	-0.047305	-0.000453	0.000000	250.047760	250.046844	249.952240	249.953156
0.156000	0.800000	0.000000	0.000000	0.000000	0.787359	-0.002341	-0.000092	-0.000397	250.000000	-0.047424	-0.001788	0.000000	250.049210	250.045639	249.950790	249.954361
0.158000	0.800000	0.000000	0.000000	0.000000	0.787278	-0.002337	-0.000166	-0.000400	250.000000	-0.047379	-0.003259	0.000000	250.050644	250.044113	249.949356	249.955887
0.160000	0.800000	0.000000	0.000000	0.000000	0.787198	-0.002325	-0.000245	-0.000400	250.000000	-0.047190	-0.004846	0.000000	250.052048	250.042343	249.947952	249.957657
0.162000	0.800000	0.000000	0.000000	0.000000	0.787120	-0.002306	-0.000332	-0.000394	250.000000	-0.046857	-0.006601	0.000000	250.053467	250.040253	249.946533	249.959747
0.164000	0.800000	0.000000	0.000000	0.000000	0.787044	-0.002281	-0.000427	-0.000384	250.000000	-0.046399	-0.008501	0.000000	250.054901	250.037903	249.945099	249.962097
0.166000	0.800000	0.000000	0.000000	0.000000	0.786969	-0.002250	-0.000527	-0.000369	250.000000	-0.045830	-0.010524	0.000000	250.056366	250.035309	249.943634	249.964691
0.168000	0.800000	0.000000	0.000000	0.000000	0.786895	-0.002216	-0.000632	-0.000354	250.000000	-0.045186	-0.012627	0.000000	250.057816	250.032547	249.942184	249.967453
0.170000	0.800000	0.000000	0.000000	0.000000	0.786823	-0.002178	-0.000740	-0.000338	250.000000	-0.044476	-0.014798	0.000000	250.059280	250.029678	249.940720	249.970322
0.172000	0.800000	0.000000	0.000000	0.000000	0.786752	-0.002137	-0.000851	-0.000321	250.000000	-0.043711	-0.017036	0.000000	250.060745	250.026688	249.939255	249.973312
0.174000	0.800000	0.000000	0.000000	0.000000	0.786683	-0.002095	-0.000965	-0.000306	250.000000	-0.042897	-0.019330	0.000000	250.062225	250.023560	249.937775	249.976440
0.176000	0.800000	0.000000	0.000000	0.000000	0.786615	-0.002050	-0.001080	-0.000290	250.000000	-0.042042	-0.021669	0.000000	250.063705	250.020370	249.936295	249.979630
0.178000	0.800000	0.000000	0.000000	0.000000	0.786549	-0.002003	-0.001199	-0.000276	250.000000	-0.041154	-0.024056	0.000000	250.065216	250.017090	249.934784	249.982910
0.180000	0.800000	0.000000	0.000000	0.000000	0.786484	-0.001956	-0.001318	-0.000263	250.000000	-0.040236	-0.026480	0.000000	250.066711	250.013763	249.933289	249.986237
0.182000	0.800000	0.000000	0.000000	0.000000	0.786420	-0.001907	-0.001440	-0.000250	250.000000	-0.039299	-0.028939	0.000000	250.068237	250.010345	249.931763	249.989655
0.184000	0.800000	0.000000	0.000000	0.000000	0.786357	-0.001857	-0.001563	-0.000239	250.000000	-0.038346	-0.031426	0.000000	250.069778	250.006912	249.930222	249.993088
0.186000	0.800000	0.000000	0.000000	0.000000	0.786296	-0.001807	-0.001686	-0.000229	250.000000	-0.037381	-0.033931	0.000000	250.071320	250.003448	249.928680	249.996552
0.188000	0.800000	0.000000	0.000000	0.000000	0.786236	-0.001772	-0.001811	-0.000219	250.000000	-0.036714	-0.036469	0.000000	250.073181	250.000244	249.926819	249.999756
0.190000	0.800000	0.000000	0.000000	0.000000	0.786177	-0.001750	-0.001938	-0.000211	250.000000	-0.036310	-0.039031	0.000000	250.075348	249.997284	249.924652	250.002716
0.192000	0.800000	0.000000	0.000000	0.000000	0.786120	-0.001740	-0.002049	-0.000202	250.000000	-0.036133	-0.041292	0.000000	250.077423	249.994843	249.922577	250.005157
0.194000	0.800000	0.000000	0.000000	0.000000	0.786063	-0.001739	-0.002146	-0.000195	250.000000	-0.036155	-0.043281	0.000000	250.079422	249.992874	249.920578	250.007126
0.196000	0.800000	0.000000	0.000000	0.000000	0.786008	-0.001747	-0.002231	-0.000187	250.000000	-0.036353	-0.045028	0.000000	250.081375	249.991318	249.918625	250.008682
0.198000	0.800000	0.000000	0.000000	0.000000	0.785953	-0.001763	-0.002304	-0.000180	250.000000	-0.036700	-0.046536	0.000000	250.083237	249.990158	249.916763	250.009842
0.200000	0.800000	0.000000	0.000000	0.000000	0.785900	-0.001785	-0.002366	-0.000174	250.000000	-0.037177	-0.047830	0.000000	250.085007	249.989334	249.914993	250.010666
0.202000	0.800000	0.000000	0.000000	0.000000	0.785848	-0.001813	-0.002420	-0.000168	250.000000	-0.037778	-0.048943	0.000000	250.086731	249.988831	249.913269	250.011169
0.204000	0.800000	0.000000	0.000000	0.000000	0.785797	-0.001847	-0.002465	-0.000162	250.000000	-0.038486	-0.049892	0.000000	250.088379	249.988586	249.911621	250.011414
0.206000	0.800000	0.000000	0.000000	0.000000	0.785747	-0.001885	-0.002502	-0.000158	250.000000	-0.039288	-0.050696	0.000000	250.089981	249.988602	249.910019	250.011398
0.208000	0.800000	0.000000	0.000000	0.000000	0.785698	-0.001927	-0.002534	-0.000154	250.000000	-0.040167	-0.051374	0.000000	250.091537	249.988785	249.908463	250.011215
0.210000	0.800000	0.000000	0.000000	0.000000	0.785650	-0.001972	-0.002559	-0.000150	250.000000	-0.041113	-0.051940	0.000000	250.093048	249.989166	249.906952	250.010834
0.212000	0.800000	0.000000	0.000000	0.000000	0.785602	-0.002020	-0.002580	-0.000149	250.000000	-0.042111	-0.052406	0.000000	250.094513	249.989716	249.905487	250.010284
0.214000	0.800000	0.000000	0.000000	0.000000	0.785556	-0.002070	-0.002596	-0.000149	250.000000	-0.043154	-0.052783	0.000000	250.095932	249.990372	249.904068	250.009628
0.216000	0.800000	0.000000	0.000000	0.000000	0.785511	-0.002122	-0.002609	-0.000150	250.000000	-0.044235	-0.053080	0.000000	250.097321	249.991150	249.902679	250.008850
0.218000	0.800000	0.000000	0.000000	0.000000	0.785467	-0.002175	-0.002618	-0.000153	250.000000	-0.045336	-0.053311	0.000000	250.098648	249.992020	249.901352	250.007980
0.220000	0.800000	0.000000	0.000000	0.000000	0.785423	-0.002229	-0.002624	-0.000156	250.000000	-0.046455	-0.053483	0.000000	250.099930	249.992966	249.900070	250.007034
0.222000	0.800000	0.000000	0.000000	0.000000	0.785380	-0.002268	-0.002625	-0.000159	250.000000	-0.047279	-0.053558	0.000000	250.100845	249.993729	249.899155	250.006271
0.224000	0.800000	0.000000	0.000000	0.000000	0.785339	-0.002293	-0.002621	-0.000161	250.000000	-0.047843	-0.053545	0.000000	250.101379	249.994293	249.898621	250.005707
0.226000	0.800000	0.000000	0.000000	0.000000	0.785298	-0.002308	-0.002614	-0.000163	250.000000	-0.048176	-0.053456	0.000000	250.101624	249.994720	249.898376	250.005280
0.228000	0.800000	0.000000	0.000000	0.000000	0.785258	-0.002313	-0.002601	-0.000162	250.000000	-0.048317	-0.053249	0.000000	250.101562	249.995056	249.898438	250.004944
0.230000	0.800000	0.000000	0.000000	0.000000	0.785218	-0.002309	-0.002583	-0.000160	250.000000	-0.048288	-0.052940	0.000000	250.101227	249.995361	249.898773	250.004639
0.232000	0.800000	0.000000	0.000000	0.000000	0.785180	-0.002299	-0.002561	-0.000158	250.000000	-0.048134	-0.052548	0.000000	250.100693	249.995590	249.899307	250.004410
0.234000	0.800000	0.000000	0.000000	0.000000	0.785142	-0.002283	-0.002536	-0.000155	250.000000	-0.047871	-0.052085	0.000000	250.099945	249.995789	249.900055	250.004211
0.236000	0.800000	0.000000	0.000000	0.000000	0.785105	-0.002263	-0.002507	-0.000151	250.000000	-0.047511	-0.051559	0.000000	250.099075	249.995956	249.900925	250.004044
0.238000	0.800000	0.000000	0.000000	0.000000	0.785069	-0.002239	-0.002475	-0.000148	250.000000	-0.047071	-0.050984	0.000000	250.098053	249.996094	249.901947	250.003906
0.240000	0.800000	0.000000	0.000000	0.000000	0.785053	-0.002210	-0.002440	-0.000144	250.000000	-0.046545	-0.050316	0.000000	250.096863	249.996216	249.903137	250.003784
0.242000	0.800000	0.000000	0.000000	0.000000	0.785037	-0.002178	-0.002399	-0.000138	250.000000	-0.045939	-0.049555	0.000000	250.095505	249.996384	249.904495	250.003616
0.244000	0.800000	0.000000	0.000000	0.000000	0.785022	-0.002142	-0.002355	-0.000130	250.000000	-0.045269	-0.048717	0.000000	250.093994	249.996552	249.906006	250.003448
0.246000	0.800000	0.000000	0.000000	0.000000	0.785007	-0.002104	-0.002307	-0.000119	250.000000	-0.044542	-0.047814	0.000000	250.092361	249.996719	249.907639	250.003281
0.248000	0.800000	0.000000	0.000000	0.000000	0.784993	-0.002063	-0.002258	-0.000107	250.000000	-0.043768	-0.046862	0.000000	250.090622	249.996902	249.909378	250.003098
0.250000	0.800000	0.000000	0.000000	0.000000	0.784978	-0.002020	-0.002206	-0.000094	250.000000	-0.042953	-0.045870	0.000000	250.088821	249.997086	249.911179	250.002914
0.252000	0.800000	0.000000	0.000000	0.000000	0.784964	-0.001976	-0.002152	-0.000080	250.000000	-0.042104	-0.044844	0.000000	250.086945	249.997253	249.913055	250.002747
0.254000	0.800000	0.000000	0.000000	0.000000	0.784950	-0.001945	-0.002081	-0.000065	250.000000	-0.041533	-0.043467	0.000000	250.085007	249.998062	249.914993	250.001938
0.256000	0.800000	0.000000	0.000000	0.000000	0.784937	-0.001927	-0.001995	-0.000049	250.000000	-0.041208	-0.041783	0.000000	250.082993	249.999435	249.917007	250.000565
0.258000	0.800000	0.000000	0.000000	0.000000	0.784924	-0.001920	-0.001898	-0.000032	250.000000	-0.041107	-0.039883	0.000000	250.080994	250.001221	249.919006	249.998779
0.260000	0.800000	0.000000	0.000000	0.000000	0.784911	-0.001923	-0.001792	-0.000015	250.000000	-0.041204	-0.037796	0.000000	250.078995	250.003403	249.921005	249.996597
0.262000	0.800000	0.000000	0.000000	0.000000	0.784898	-0.001934	-0.001681	0.000001	250.000000	-0.041466	-0.035609	0.000000	250.077087	250.005859	249.922913	249.994141
0.264000	0.800000	0.000000	0.000000	0.000000	0.784886	-0.001953	-0.001566	0.000017	250.000000	-0.041873	-0.033337	0.000000	250.075211	250.008530	249.924789	249.991470
0.266000	0.800000	0.000000	0.000000	0.000000	0.784873	-0.001977	-0.001447	0.000032	250.000000	-0.042407	-0.030996	0.000000	250.073395	250.011414	249.926605	249.988586
0.268000	0.800000	0.000000	0.000000	0.000000	0.784861	-0.002008	-0.001343	0.000044	250.000000	-0.043057	-0.028928	0.000000	250.071991	250.014130	249.928009	249.985870
0.270000	0.800000	0.000000	0.000000	0.000000	0.784850	-0.002043	-0.001250	0.000055	250.000000	-0.043807	-0.027107	0.000000	250.070908	250.016708	249.929092	249.983292
0.272000	0.800000	0.000000	0.000000	0.000000	0.784838	-0.002068	-0.001168	0.000062	250.000000	-0.044335	-0.025481	0.000000	250.069824	250.018860	249.930176	249.981140
0.274000	0.800000	0.000000	0.000000	0.000000	0.784827	-0.002082	-0.001094	0.000067	250.000000	-0.044666	-0.024030	0.000000	250.068695	250.020630	249.931305	249.979370
0.276000	0.800000	0.000000	0.000000	0.000000	0.784816	-0.002088	-0.001029	0.000070	250.000000	-0.044821	-0.022737	0.000000	250.067551	250.022079	249.932449	249.977921
0.278000	0.800000	0.000000	0.000000	0.000000	0.784805	-0.002084	-0.000984	0.000071	250.000000	-0.044784	-0.021864	0.000000	250.066650	250.022919	249.933350	249.977081
0.280000	0.800000	0.000000	0.000000	0.000000	0.784794	-0.002071	-0.000958	0.000070	250.000000	-0.044578	-0.021362	0.000000	250.065933	250.023209	249.934067	249.976791
0.282000	0.800000	0.000000	0.000000	0.000000	0.784784	-0.002065	-0.000946	0.000070	250.000000	-0.044491	-0.021151	0.000000	250.065643	250.023346	249.934357	249.976654
0.284000	0.800000	0.000000	0.000000	0.000000	0.784774	-0.002064	-0.000948	0.000069	250.000000	-0.044509	-0.021198	0.000000	250.065704	250.023315	249.934296	249.976685
0.286000	0.800000	0.000000	0.000000	0.000000	0.784764	-0.002067	-0.000961	0.000069	250.000000	-0.044621	-0.021472	0.000000	250.066086	250.023148	249.933914	249.976852
0.288000	0.800000	0.000000	0.000000	0.000000	0.784754	-0.002079	-0.000970	0.000070	250.000000	-0.044903	-0.021674	0.000000	250.066574	250.023239	249.933426	249.976761
0.290000	0.800000	0.000000	0.000000	0.000000	0.784745	-0.002099	-0.000976	0.000071	250.000000	-0.045334	-0.021811	0.000000	250.067139	250.023529	249.932861	249.976471
0.292000	0.800000	0.000000	0.000000	0.000000	0.784735	-0.002109	-0.000995	0.000069	250.000000	-0.045575	-0.022220	0.000000	250.067795	250.023361	249.932205	249.976639
0.294000	0.800000	0.000000	0.000000	0.000000	0.784726	-0.002110	-0.001027	0.000064	250.000000	-0.045647	-0.022869	0.000000	250.068512	250.022766	249.931488	249.977234
0.296000	0.800000	0.000000	0.000000	0.000000	0.784717	-0.002104	-0.001068	0.000056	250.000000	-0.045569	-0.023728	0.000000	250.069290	250.021835	249.930710	249.978165
0.298000	0.800000	0.000000	0.000000	0.000000	0.784708	-0.002090	-0.001117	0.000047	250.000000	-0.045322	-0.024716	0.000000	250.070038	250.020599	249.929962	249.979401
0.300000	0.800000	0.000000	0.000000	0.000000	0.784699	-0.002068	-0.001171	0.000035	250.000000	-0.044926	-0.025817	0.000000	250.070740	250.019104	249.929260	249.980896
0.302000	0.800000	0.000000	0.000000	0.000000	0.784691	-0.002040	-0.001228	0.000025	250.000000	-0.044404	-0.026994	0.000000	250.071396	250.017410	249.928604	249.982590
0.304000	0.800000	0.000000	0.000000	0.000000	0.784683	-0.002006	-0.001289	0.000017	250.000000	-0.043772	-0.028237	0.000000	250.072021	250.015533	249.927979	249.984467
0.306000	0.800000	0.000000	0.000000	0.000000	0.784675	-0.001968	-0.001353	0.000011	250.000000	-0.043043	-0.029535	0.000000	250.072586	250.013504	249.927414	249.986496
0.308000	0.800000	0.000000	0.000000	0.000000	0.784667	-0.001927	-0.001421	0.000005	250.000000	-0.042267	-0.030923	0.000000	250.073196	250.011337	249.926804	249.988663
0.310000	0.800000	0.000000	0.000000	0.000000	0.784659	-0.001885	-0.001492	-0.000001	250.000000	-0.041452	-0.032390	0.000000	250.073853	250.009064	249.926147	249.990936
0.312000	0.800000	0.000000	0.000000	0.000000	0.784651	-0.001839	-0.001554	-0.000007	250.000000	-0.040579	-0.033649	0.000000	250.074219	250.006927	249.925781	249.993073
0.314000	0.800000	0.000000	0.000000	0.000000	0.784644	-0.001791	-0.001606	-0.000013	250.000000	-0.039655	-0.034723	0.000000	250.074387	250.004929	249.925613	249.995071
